School,team_id,Year,FR,SO,JR,SR,GR,NONE,MCD
Bucknell,1137,2009,5,2,3,3,0,0,0
Bucknell,1137,2003,4,1,7,4,0,0,0
Bucknell,1137,2017,3,4,3,3,0,0,0
Buffalo,1138,2013,2,3,5,2,0,0,0
Buffalo,1138,2009,3,1,7,4,0,0,0
Buffalo,1138,2012,2,5,2,4,0,0,0
Buffalo,1138,2006,6,3,3,3,0,0,0
Buffalo,1138,2015,4,1,4,2,0,0,0
Buffalo,1138,2007,5,6,1,4,0,0,0
Buffalo,1138,2014,2,2,2,5,0,0,0
Buffalo,1138,2004,5,4,4,0,0,0,0
Buffalo,1138,2005,3,5,3,4,0,0,0
Buffalo,1138,2011,5,2,4,2,0,0,0
Buffalo,1138,2016,5,3,3,3,0,0,0
Buffalo,1138,2002,4,2,4,6,0,0,0
Buffalo,1138,2010,2,4,1,6,0,0,0
Buffalo,1138,2008,1,7,5,1,0,0,0
Buffalo,1138,2003,7,4,1,3,0,0,0
Buffalo,1138,2017,3,5,1,4,0,0,0
Butler,1139,2014,6,2,4,2,0,0,0
Butler,1139,2004,4,4,2,3,0,0,0
Butler,1139,2008,4,5,1,5,0,0,0
Butler,1139,2016,1,3,4,4,0,0,1
Butler,1139,2006,1,1,5,3,0,0,0
Butler,1139,2009,4,4,4,0,0,0,0
Butler,1139,2011,3,3,3,5,0,0,0
Butler,1139,2007,3,1,4,4,0,0,0
Butler,1139,2010,3,4,5,3,0,0,0
Butler,1139,2013,2,6,2,4,0,0,0
Butler,1139,2005,2,5,4,0,0,0,0
Butler,1139,2002,0,5,6,3,0,0,0
Butler,1139,2012,6,3,3,2,0,0,0
Butler,1139,2015,3,3,2,4,0,0,0
Butler,1139,2003,4,0,5,6,0,0,0
Butler,1139,2017,4,1,2,6,0,0,1
Cal Poly,1142,2012,0,4,2,6,0,0,0
Cal Poly,1142,2011,5,3,4,1,0,0,0
Cal Poly,1142,2007,2,4,6,3,0,0,0
Cal Poly,1142,2002,4,2,4,3,0,0,0
Cal Poly,1142,2010,1,6,2,3,0,0,0
Cal Poly,1142,2005,4,3,4,4,0,0,0
Cal Poly,1142,2015,2,1,6,4,0,0,0
Cal Poly,1142,2003,2,3,3,6,0,0,0
Cal Poly,1142,2004,4,3,4,3,0,0,0
Cal Poly,1142,2013,5,2,2,3,0,0,0
Cal Poly,1142,2009,5,2,3,4,0,0,0
Cal Poly,1142,2014,4,5,3,3,0,0,0
Cal Poly,1142,2008,1,3,4,5,0,0,0
Cal Poly,1142,2006,5,3,3,2,0,0,0
Cal Poly,1142,2016,6,4,2,4,0,0,0
Cal Poly,1142,2017,2,6,5,3,0,0,0
Cal State Bakersfield,1167,2016,3,1,6,2,0,0,0
Cal State Bakersfield,1167,2011,6,2,4,2,0,0,0
Cal State Bakersfield,1167,2013,2,2,6,4,0,0,0
Cal State Bakersfield,1167,2015,1,1,4,5,0,0,0
Cal State Bakersfield,1167,2012,1,2,7,3,0,0,0
Cal State Bakersfield,1167,2014,0,2,5,6,0,1,0
Cal State Bakersfield,1167,2017,1,2,5,4,0,1,0
Cal State Fullerton,1168,2011,1,0,6,4,0,0,1
Cal State Fullerton,1168,2002,2,4,3,3,0,0,0
Cal State Fullerton,1168,2003,0,2,8,3,0,0,0
Cal State Fullerton,1168,2015,1,2,4,5,0,0,0
Cal State Fullerton,1168,2005,0,3,5,4,0,0,0
Cal State Fullerton,1168,2014,4,1,5,2,0,0,0
Cal State Fullerton,1168,2008,0,0,5,6,0,0,0
Cal State Fullerton,1168,2004,2,1,2,7,0,0,0
Cal State Fullerton,1168,2012,3,1,5,6,0,0,0
Cal State Fullerton,1168,2010,0,2,6,5,0,0,1
Cal State Fullerton,1168,2007,2,2,7,3,0,0,0
Cal State Fullerton,1168,2013,2,3,3,4,0,0,0
Cal State Fullerton,1168,2016,3,1,5,4,0,0,0
Cal State Fullerton,1168,2009,3,0,7,2,0,0,0
Cal State Fullerton,1168,2006,2,1,6,4,0,0,0
Cal State Fullerton,1168,2017,6,2,4,4,0,0,0
Cal State Northridge,1169,2014,2,3,5,2,0,0,0
Cal State Northridge,1169,2013,6,6,3,0,0,0,0
Cal State Northridge,1169,2006,4,3,6,1,0,0,0
Cal State Northridge,1169,2012,7,6,0,4,0,0,0
Cal State Northridge,1169,2016,5,2,2,3,0,0,1
Cal State Northridge,1169,2007,1,4,5,5,0,0,0
Cal State Northridge,1169,2010,0,1,7,6,0,1,0
Cal State Northridge,1169,2009,2,1,8,5,0,0,0
Cal State Northridge,1169,2003,3,4,3,4,0,0,0
Cal State Northridge,1169,2011,6,1,2,6,0,0,0
Cal State Northridge,1169,2005,4,3,2,4,0,0,0
Cal State Northridge,1169,2002,6,2,5,3,0,0,0
Cal State Northridge,1169,2015,3,1,2,4,0,0,0
Cal State Northridge,1169,2008,2,1,7,4,0,0,0
Cal State Northridge,1169,2004,5,2,5,1,0,0,0
Cal State Northridge,1169,2017,3,4,8,1,0,0,1
Campbell,1144,2003,5,2,3,3,0,0,0
Campbell,1144,2006,1,4,6,3,0,0,0
Campbell,1144,2004,6,4,1,3,0,0,0
Campbell,1144,2015,3,3,6,2,0,0,0
Campbell,1144,2007,2,1,4,4,0,0,0
Campbell,1144,2016,4,4,4,3,0,0,0
Campbell,1144,2010,2,4,2,4,0,0,0
Campbell,1144,2005,4,4,3,1,0,0,0
Campbell,1144,2013,4,5,5,1,0,0,0
Campbell,1144,2002,1,4,3,4,0,0,0
Campbell,1144,2009,6,4,6,0,0,0,0
Campbell,1144,2012,4,5,1,3,0,0,0
Campbell,1144,2014,3,5,3,4,0,0,0
Campbell,1144,2008,4,2,3,3,0,0,0
Campbell,1144,2011,5,1,6,2,0,0,0
Campbell,1144,2017,5,4,3,4,0,0,0
Canisius,1145,2010,2,1,6,2,0,0,0
Canisius,1145,2005,4,2,3,2,0,0,0
Canisius,1145,2011,4,2,2,5,0,0,0
Canisius,1145,2003,4,4,3,3,0,0,0
Canisius,1145,2004,3,3,4,3,0,0,0
Canisius,1145,2012,5,3,3,1,0,0,0
Canisius,1145,2002,3,3,5,2,0,0,0
Canisius,1145,2014,3,2,2,4,0,0,0
Canisius,1145,2013,0,2,4,4,0,0,0
Canisius,1145,2015,5,2,2,2,0,0,0
Canisius,1145,2009,2,6,2,1,0,0,0
Canisius,1145,2016,3,5,2,3,0,0,0
Canisius,1145,2007,6,2,1,4,0,0,0
Canisius,1145,2008,7,4,3,1,0,0,0
Canisius,1145,2006,3,3,4,3,0,0,0
Canisius,1145,2017,4,3,4,3,0,0,0
Centenary (LA),1147,2006,3,1,6,1,0,0,0
Centenary (LA),1147,2003,0,2,9,0,0,0,0
Centenary (LA),1147,2008,6,3,3,1,0,0,0
Centenary (LA),1147,2005,3,1,5,2,0,0,0
Centenary (LA),1147,2002,3,4,4,2,0,0,0
Centenary (LA),1147,2010,7,2,2,1,0,0,0
Centenary (LA),1147,2004,4,0,3,7,0,0,0
Centenary (LA),1147,2011,8,4,2,1,0,0,0
Centenary (LA),1147,2007,4,4,2,2,0,0,0
Centenary (LA),1147,2009,6,3,3,2,0,0,0
Central Arkansas,1146,2012,4,3,5,5,0,0,0
Central Arkansas,1146,2013,5,2,4,3,0,0,0
Central Arkansas,1146,2011,1,2,4,5,0,0,0
Central Arkansas,1146,2016,1,6,1,4,0,0,0
Central Arkansas,1146,2014,5,3,4,4,0,1,0
Central Arkansas,1146,2015,7,2,2,0,0,0,0
Central Arkansas,1146,2017,3,4,4,2,0,0,0
Central Connecticut State,1148,2016,5,3,5,1,0,0,0
Central Connecticut State,1148,2011,4,2,4,2,0,0,0
Central Connecticut State,1148,2010,4,3,4,1,0,0,0
Central Connecticut State,1148,2007,2,1,3,4,0,0,0
Central Connecticut State,1148,2013,4,4,2,1,0,0,0
Central Connecticut State,1148,2004,7,2,2,1,0,0,0
Central Connecticut State,1148,2015,3,3,2,3,0,0,0
Central Connecticut State,1148,2012,4,3,1,3,0,0,0
Central Connecticut State,1148,2006,3,4,5,2,0,0,0
Central Connecticut State,1148,2002,4,5,2,2,0,0,0
Central Connecticut State,1148,2005,4,6,3,1,0,0,0
Central Connecticut State,1148,2014,3,1,5,3,0,0,0
Central Connecticut State,1148,2008,8,1,1,2,0,0,0
Central Connecticut State,1148,2003,3,3,4,2,0,0,0
Central Connecticut State,1148,2009,3,6,1,1,0,0,0
Central Connecticut State,1148,2017,6,2,3,3,0,0,0
Central Florida,1416,2007,2,2,7,2,0,0,0
Central Florida,1416,2016,3,3,3,3,0,0,0
Central Florida,1416,2006,3,3,2,4,0,0,0
Central Florida,1416,2005,1,3,5,3,0,0,0
Central Florida,1416,2010,7,5,2,1,0,0,0
Central Florida,1416,2003,3,1,6,4,0,0,0
Central Florida,1416,2004,2,4,3,5,0,0,0
Central Florida,1416,2011,2,5,4,4,0,0,0
Central Florida,1416,2009,8,3,2,2,0,0,0
Central Florida,1416,2002,2,3,5,3,0,0,0
Central Florida,1416,2012,3,2,4,4,0,0,0
Central Florida,1416,2008,3,3,2,5,0,0,0
Central Florida,1416,2014,3,5,1,4,0,0,0
Central Florida,1416,2013,5,2,4,3,0,0,0
Central Florida,1416,2015,4,2,5,2,0,0,0
Central Florida,1416,2017,1,3,3,3,0,2,0
Central Michigan,1141,2003,5,3,5,3,0,0,0
Central Michigan,1141,2016,3,5,2,4,0,0,0
Central Michigan,1141,2004,2,4,4,4,0,0,0
Central Michigan,1141,2006,4,6,2,0,0,0,0
Central Michigan,1141,2007,5,3,6,1,0,0,0
Central Michigan,1141,2013,6,1,3,4,0,0,0
Central Michigan,1141,2014,4,8,1,1,1,0,0
Central Michigan,1141,2008,2,4,3,5,0,0,0
Central Michigan,1141,2012,4,4,4,2,0,0,0
Central Michigan,1141,2015,6,2,6,2,0,0,0
Central Michigan,1141,2009,6,2,4,2,0,0,0
Central Michigan,1141,2011,7,2,3,4,0,0,0
Central Michigan,1141,2005,5,2,1,4,0,0,0
Central Michigan,1141,2010,3,1,6,4,0,2,0
Central Michigan,1141,2002,3,5,4,2,0,0,0
Central Michigan,1141,2017,3,1,7,2,0,0,0
Charleston Southern,1149,2016,2,4,4,4,0,0,0
Charleston Southern,1149,2003,4,4,2,4,0,0,0
Charleston Southern,1149,2015,5,0,3,5,0,0,0
Charleston Southern,1149,2014,2,1,6,5,0,0,0
Charleston Southern,1149,2005,4,3,4,3,0,0,0
Charleston Southern,1149,2013,1,5,6,2,0,0,0
Charleston Southern,1149,2008,4,5,2,2,0,0,0
Charleston Southern,1149,2006,2,2,5,5,0,0,0
Charleston Southern,1149,2004,5,4,4,2,0,0,0
Charleston Southern,1149,2012,6,6,2,1,0,0,0
Charleston Southern,1149,2009,2,4,2,2,0,0,0
Charleston Southern,1149,2007,7,1,3,2,0,0,0
Charleston Southern,1149,2002,3,1,6,3,0,0,0
Charleston Southern,1149,2011,5,3,4,2,0,0,0
Charleston Southern,1149,2010,5,3,3,3,0,0,0
Charleston Southern,1149,2017,4,2,5,3,0,0,0
Charlotte,1150,2003,5,2,5,2,0,0,0
Charlotte,1150,2009,2,3,5,2,0,0,0
Charlotte,1150,2015,2,4,6,2,0,0,0
Charlotte,1150,2016,3,2,4,5,0,0,0
Charlotte,1150,2011,0,5,3,4,0,0,0
Charlotte,1150,2008,3,5,2,2,0,0,0
Charlotte,1150,2006,2,1,5,6,0,0,0
Charlotte,1150,2014,3,5,2,1,0,0,0
Charlotte,1150,2013,5,4,1,4,0,0,0
Charlotte,1150,2012,5,1,6,2,0,0,0
Charlotte,1150,2007,4,1,3,6,0,0,0
Charlotte,1150,2002,3,5,1,3,0,0,0
Charlotte,1150,2005,2,2,4,3,0,0,0
Charlotte,1150,2010,6,2,4,4,0,0,0
Charlotte,1150,2004,2,2,4,4,0,0,0
Charlotte,1150,2017,3,2,5,3,0,0,0
Chattanooga,1151,2005,3,2,5,2,0,0,0
Chattanooga,1151,2015,2,6,3,2,0,0,0
Chattanooga,1151,2004,2,4,4,3,0,0,0
Chattanooga,1151,2003,5,2,3,5,0,0,0
Chattanooga,1151,2011,0,3,5,4,0,0,0
Chattanooga,1151,2014,4,4,4,1,0,0,0
Chattanooga,1151,2013,5,4,2,2,0,0,0
Chattanooga,1151,2006,6,0,3,4,0,0,0
Chattanooga,1151,2016,4,1,5,5,0,0,0
Chattanooga,1151,2008,1,4,7,2,0,0,0
Chattanooga,1151,2007,3,4,2,4,0,0,0
Chattanooga,1151,2009,4,2,1,6,0,0,0
Chattanooga,1151,2002,1,0,7,5,0,0,0
Chattanooga,1151,2010,4,5,5,1,0,0,0
Chattanooga,1151,2012,5,2,2,5,0,0,0
Chattanooga,1151,2017,2,4,1,5,0,0,0
Chicago State,1152,2011,1,2,4,7,0,0,0
Chicago State,1152,2004,3,3,3,4,0,0,0
Chicago State,1152,2002,0,2,5,5,0,0,0
Chicago State,1152,2008,6,2,4,2,0,0,0
Chicago State,1152,2003,5,3,4,4,0,0,0
Chicago State,1152,2010,1,2,9,2,0,0,0
Chicago State,1152,2009,2,6,2,4,0,0,0
Chicago State,1152,2013,0,1,11,2,0,0,0
Chicago State,1152,2016,3,4,5,4,0,0,0
Chicago State,1152,2005,1,4,6,2,0,0,0
Chicago State,1152,2012,2,2,4,1,2,0,0
Chicago State,1152,2006,0,1,10,4,0,0,0
Chicago State,1152,2015,6,2,4,4,1,1,0
Chicago State,1152,2007,2,0,3,7,0,0,0
Chicago State,1152,2014,4,2,2,8,0,0,0
Chicago State,1152,2017,1,3,5,4,0,0,0
Cincinnati,1153,2015,4,4,4,2,0,0,0
Cincinnati,1153,2014,4,2,2,5,0,0,1
Cincinnati,1153,2006,8,0,3,5,0,0,1
Cincinnati,1153,2008,6,1,1,5,0,0,0
Cincinnati,1153,2007,2,2,5,2,0,0,0
Cincinnati,1153,2009,2,5,2,2,0,0,1
Cincinnati,1153,2011,2,4,2,6,0,0,1
Cincinnati,1153,2016,2,2,3,4,0,0,0
Cincinnati,1153,2004,0,4,5,3,0,0,1
Cincinnati,1153,2010,4,2,6,2,0,0,1
Cincinnati,1153,2005,3,1,5,4,0,0,1
Cincinnati,1153,2013,1,4,4,4,0,0,1
Cincinnati,1153,2002,3,2,5,4,0,0,0
Cincinnati,1153,2012,5,2,4,2,0,0,1
Cincinnati,1153,2003,3,3,5,3,0,0,0
Cincinnati,1153,2017,5,2,3,3,0,0,0
Citadel,1154,2009,4,10,0,2,0,0,0
Citadel,1154,2010,3,3,8,2,0,0,0
Citadel,1154,2006,4,2,5,4,0,0,0
Citadel,1154,2008,11,0,1,1,0,0,0
Citadel,1154,2011,2,3,1,10,0,0,0
Citadel,1154,2005,4,4,5,1,0,0,0
Citadel,1154,2007,3,3,2,5,0,0,0
Citadel,1154,2012,6,4,2,1,0,0,0
Citadel,1154,2004,6,5,1,2,0,0,0
Citadel,1154,2013,4,7,0,2,0,0,0
Citadel,1154,2014,4,5,2,0,0,0,0
Citadel,1154,2003,5,1,2,6,0,0,0
Citadel,1154,2002,2,4,6,3,0,0,0
Citadel,1154,2015,3,3,2,3,0,0,0
Citadel,1154,2016,6,1,4,4,0,0,0
Citadel,1154,2017,9,3,0,4,0,0,0
Clemson,1155,2003,4,3,2,5,0,0,0
Clemson,1155,2014,3,5,5,0,0,0,1
Clemson,1155,2005,7,2,3,2,0,0,0
Clemson,1155,2002,5,4,5,1,0,0,0
Clemson,1155,2006,3,6,1,3,0,0,0
Clemson,1155,2008,5,3,3,5,0,0,0
Clemson,1155,2011,2,3,4,4,0,0,2
Clemson,1155,2007,6,3,5,1,0,0,0
Clemson,1155,2013,4,6,0,2,0,0,3
Clemson,1155,2012,6,0,2,4,0,0,2
Clemson,1155,2010,4,4,4,3,0,0,2
Clemson,1155,2016,2,3,3,4,0,0,1
Clemson,1155,2009,4,5,3,3,0,0,0
Clemson,1155,2015,3,3,4,2,0,0,1
Clemson,1155,2004,4,4,4,2,0,0,0
Clemson,1155,2017,3,4,3,4,0,0,0
Cleveland State,1156,2002,5,4,2,4,0,0,0
Cleveland State,1156,2009,5,3,0,5,0,0,0
Cleveland State,1156,2010,4,6,4,0,0,0,0
Cleveland State,1156,2003,2,6,5,2,0,0,0
Cleveland State,1156,2013,4,4,3,1,0,0,0
Cleveland State,1156,2016,5,5,3,2,0,0,0
Cleveland State,1156,2004,5,1,5,2,0,0,0
Cleveland State,1156,2015,4,3,5,3,0,0,0
Cleveland State,1156,2005,3,4,2,4,0,0,0
Cleveland State,1156,2014,1,4,4,4,0,0,0
Cleveland State,1156,2006,4,3,6,2,0,0,0
Cleveland State,1156,2007,1,4,4,4,0,0,0
Cleveland State,1156,2012,6,2,1,4,0,0,0
Cleveland State,1156,2008,3,1,6,2,0,0,0
Cleveland State,1156,2011,4,4,4,1,0,0,0
Cleveland State,1156,2017,2,4,7,1,0,0,0
Coastal Carolina,1157,2011,0,4,6,2,0,0,0
Coastal Carolina,1157,2007,6,5,3,2,0,0,0
Coastal Carolina,1157,2002,5,3,4,1,0,0,0
Coastal Carolina,1157,2010,6,3,1,3,0,0,0
Coastal Carolina,1157,2004,3,1,5,6,0,0,0
Coastal Carolina,1157,2013,6,2,1,4,0,0,0
Coastal Carolina,1157,2005,6,2,1,4,0,0,0
Coastal Carolina,1157,2015,0,5,6,2,0,0,0
Coastal Carolina,1157,2012,2,1,5,6,0,0,0
Coastal Carolina,1157,2008,2,2,5,5,0,0,0
Coastal Carolina,1157,2003,1,5,6,3,0,0,0
Coastal Carolina,1157,2014,4,4,2,2,0,0,0
Coastal Carolina,1157,2009,4,1,3,5,0,0,0
Coastal Carolina,1157,2016,3,1,4,5,0,0,0
Coastal Carolina,1157,2006,8,3,2,2,0,0,0
Coastal Carolina,1157,2017,3,3,4,3,0,1,0
Colgate,1159,2015,2,5,1,7,0,0,0
Colgate,1159,2012,2,3,5,4,0,0,0
Colgate,1159,2003,5,3,5,5,0,0,0
Colgate,1159,2014,5,2,6,4,0,0,0
Colgate,1159,2009,5,3,1,3,0,0,0
Colgate,1159,2016,6,4,3,2,0,0,0
Colgate,1159,2006,1,4,4,3,0,0,0
Colgate,1159,2011,2,4,4,1,0,0,0
Colgate,1159,2007,2,3,5,4,0,0,0
Colgate,1159,2008,3,2,4,5,0,0,0
Colgate,1159,2010,4,5,2,2,0,0,0
Colgate,1159,2004,6,4,2,4,0,0,0
Colgate,1159,2013,2,2,3,6,0,0,0
Colgate,1159,2002,2,4,6,4,0,0,0
Colgate,1159,2005,4,4,4,2,0,0,0
Colgate,1159,2017,3,6,5,3,0,0,0
College of Charleston,1158,2008,5,2,3,2,0,0,0
College of Charleston,1158,2004,4,0,2,8,0,0,0
College of Charleston,1158,2010,3,2,4,3,0,1,0
College of Charleston,1158,2002,3,7,5,1,0,0,0
College of Charleston,1158,2005,3,4,1,5,0,0,1
College of Charleston,1158,2013,2,5,5,3,0,0,0
College of Charleston,1158,2003,1,2,8,3,0,0,0
College of Charleston,1158,2015,4,4,2,3,0,0,0
College of Charleston,1158,2012,4,4,3,1,0,0,0
College of Charleston,1158,2014,5,4,3,4,0,0,0
College of Charleston,1158,2009,2,5,2,3,0,0,0
College of Charleston,1158,2006,2,5,4,2,0,0,1
College of Charleston,1158,2016,3,5,3,2,0,0,0
College of Charleston,1158,2007,3,2,3,4,0,0,1
College of Charleston,1158,2011,4,3,1,5,0,0,0
College of Charleston,1158,2017,3,3,3,3,0,0,0
Colorado,1160,2005,3,1,10,1,0,0,0
Colorado,1160,2009,6,5,1,1,0,0,0
Colorado,1160,2013,4,3,4,1,0,0,0
Colorado,1160,2003,8,1,5,3,0,0,1
Colorado,1160,2008,5,3,1,3,0,0,0
Colorado,1160,2010,3,3,6,1,0,0,0
Colorado,1160,2002,2,6,4,3,0,0,1
Colorado,1160,2011,3,1,4,4,0,0,0
Colorado,1160,2004,1,6,2,5,0,0,1
Colorado,1160,2016,2,5,3,4,0,0,0
Colorado,1160,2007,8,2,2,1,0,0,0
Colorado,1160,2006,3,2,2,10,0,0,0
Colorado,1160,2014,5,5,3,2,0,0,0
Colorado,1160,2012,4,5,1,4,0,0,0
Colorado,1160,2015,3,4,5,2,0,0,0
Colorado,1160,2017,3,2,4,4,0,0,0
Colorado State,1161,2011,3,5,2,4,0,0,0
Colorado State,1161,2016,3,1,2,5,0,0,0
Colorado State,1161,2008,7,2,2,1,0,0,0
Colorado State,1161,2003,2,7,3,3,0,0,0
Colorado State,1161,2010,3,1,4,6,0,0,0
Colorado State,1161,2009,1,4,8,2,0,0,0
Colorado State,1161,2004,3,3,5,2,0,0,0
Colorado State,1161,2013,2,3,3,5,0,0,0
Colorado State,1161,2006,4,3,3,2,0,0,0
Colorado State,1161,2012,2,2,5,2,0,0,0
Colorado State,1161,2007,3,3,5,2,0,0,0
Colorado State,1161,2015,0,2,5,5,0,0,0
Colorado State,1161,2014,3,2,5,2,0,0,0
Colorado State,1161,2005,4,3,2,5,0,0,0
Colorado State,1161,2002,0,6,4,3,0,0,0
Colorado State,1161,2017,2,3,3,2,0,1,0
Columbia,1162,2011,5,4,3,4,0,0,0
Columbia,1162,2002,5,3,3,7,0,0,0
Columbia,1162,2016,6,2,5,4,0,0,0
Columbia,1162,2003,5,7,3,2,0,0,0
Columbia,1162,2013,6,6,0,4,0,0,0
Columbia,1162,2006,5,6,0,3,0,0,0
Columbia,1162,2008,2,3,4,6,0,0,0
Columbia,1162,2007,5,5,6,0,0,0,0
Columbia,1162,2012,5,2,4,5,0,0,0
Columbia,1162,2009,6,2,3,4,0,0,0
Columbia,1162,2015,2,5,3,3,0,0,0
Columbia,1162,2004,5,4,6,2,0,0,0
Columbia,1162,2014,5,5,5,0,0,0,0
Columbia,1162,2010,5,6,5,3,0,0,0
Columbia,1162,2005,6,2,3,6,0,0,0
Columbia,1162,2017,4,6,1,5,0,0,0
Connecticut,1163,2004,3,4,3,4,0,0,2
Connecticut,1163,2003,4,4,4,4,0,0,2
Connecticut,1163,2013,3,4,5,3,1,0,0
Connecticut,1163,2016,2,2,5,5,0,0,1
Connecticut,1163,2005,4,4,5,1,0,0,2
Connecticut,1163,2015,2,5,4,3,0,0,1
Connecticut,1163,2006,6,2,3,5,0,0,1
Connecticut,1163,2014,2,4,5,4,0,0,0
Connecticut,1163,2007,8,5,1,1,0,0,0
Connecticut,1163,2012,4,6,1,4,0,0,1
Connecticut,1163,2009,2,2,6,6,0,0,1
Connecticut,1163,2008,3,8,5,0,0,0,0
Connecticut,1163,2011,6,2,2,3,0,0,2
Connecticut,1163,2010,5,1,3,4,0,0,2
Connecticut,1163,2002,4,6,4,2,0,0,2
Connecticut,1163,2017,4,3,1,4,0,2,2
Coppin State,1164,2010,3,2,6,0,0,0,0
Coppin State,1164,2005,7,2,3,2,0,0,1
Coppin State,1164,2002,3,3,2,5,0,0,0
Coppin State,1164,2013,5,2,6,1,0,0,0
Coppin State,1164,2012,2,3,1,6,0,0,0
Coppin State,1164,2003,4,5,1,1,0,0,0
Coppin State,1164,2006,4,7,3,0,0,0,1
Coppin State,1164,2004,4,5,4,1,0,0,0
Coppin State,1164,2015,1,3,4,6,0,0,0
Coppin State,1164,2014,3,3,6,3,0,0,0
Coppin State,1164,2008,4,2,4,4,0,0,1
Coppin State,1164,2011,3,2,5,2,0,0,0
Coppin State,1164,2007,3,3,5,3,0,0,1
Coppin State,1164,2009,3,5,1,4,0,0,0
Coppin State,1164,2016,2,1,9,1,0,0,0
Coppin State,1164,2017,3,1,2,7,0,0,0
Cornell,1165,2008,2,7,6,1,0,0,0
Cornell,1165,2006,4,1,6,3,0,0,0
Cornell,1165,2014,5,3,4,3,0,1,0
Cornell,1165,2016,7,4,5,1,0,0,0
Cornell,1165,2009,2,2,8,5,0,0,0
Cornell,1165,2003,5,8,1,1,0,0,0
Cornell,1165,2015,4,5,2,6,0,0,0
Cornell,1165,2012,6,3,5,4,0,0,0
Cornell,1165,2002,7,2,3,2,0,0,0
Cornell,1165,2004,5,2,5,1,0,0,0
Cornell,1165,2010,5,1,4,8,0,1,0
Cornell,1165,2005,4,4,3,2,0,0,0
Cornell,1165,2013,3,6,3,6,0,0,0
Cornell,1165,2007,6,4,0,5,0,0,0
Cornell,1165,2011,4,6,2,5,0,0,0
Cornell,1165,2017,1,7,2,5,0,0,0
Creighton,1166,2013,5,3,4,4,0,0,0
Creighton,1166,2008,6,2,3,3,0,0,0
Creighton,1166,2012,3,4,4,3,0,0,0
Creighton,1166,2002,3,5,5,0,0,0,0
Creighton,1166,2009,1,5,3,3,0,0,0
Creighton,1166,2004,3,3,3,4,0,0,0
Creighton,1166,2011,3,6,1,5,0,0,0
Creighton,1166,2003,1,5,4,3,0,0,0
Creighton,1166,2015,3,2,4,5,0,0,0
Creighton,1166,2010,5,1,6,3,0,0,0
Creighton,1166,2016,4,2,5,2,0,0,0
Creighton,1166,2005,3,2,5,2,0,0,0
Creighton,1166,2006,3,3,4,4,0,0,0
Creighton,1166,2014,2,4,4,4,0,0,0
Creighton,1166,2007,2,2,5,4,0,0,0
Creighton,1166,2017,5,2,3,4,0,0,0
Dartmouth,1171,2002,6,3,2,2,0,0,0
Dartmouth,1171,2016,3,3,6,6,0,0,0
Dartmouth,1171,2011,6,3,3,2,0,0,0
Dartmouth,1171,2014,5,7,2,1,0,0,0
Dartmouth,1171,2005,5,3,4,4,0,0,0
Dartmouth,1171,2004,4,5,4,1,0,0,0
Dartmouth,1171,2007,3,7,3,2,0,0,0
Dartmouth,1171,2006,7,4,2,3,0,0,0
Dartmouth,1171,2012,6,2,2,3,0,0,0
Dartmouth,1171,2015,4,4,6,2,0,0,0
Dartmouth,1171,2009,6,2,3,5,0,0,0
Dartmouth,1171,2013,7,6,1,1,0,0,0
Dartmouth,1171,2003,4,5,2,2,0,0,0
Dartmouth,1171,2008,5,3,6,2,0,0,0
Dartmouth,1171,2010,5,5,2,3,0,0,0
Dartmouth,1171,2017,6,2,3,3,0,0,0
Davidson,1172,2011,5,4,4,1,0,0,0
Davidson,1172,2006,3,3,2,7,0,0,0
Davidson,1172,2010,3,5,1,4,0,0,0
Davidson,1172,2007,5,3,3,2,0,0,0
Davidson,1172,2016,0,6,4,3,0,0,0
Davidson,1172,2008,3,5,3,3,0,0,0
Davidson,1172,2015,6,3,5,2,0,0,0
Davidson,1172,2002,4,4,4,4,0,0,0
Davidson,1172,2009,5,1,5,3,0,0,0
Davidson,1172,2014,4,4,2,6,0,0,0
Davidson,1172,2003,6,2,2,3,0,0,0
Davidson,1172,2013,3,4,4,4,0,0,0
Davidson,1172,2004,1,7,4,2,0,0,0
Davidson,1172,2012,4,4,4,3,0,0,0
Davidson,1172,2005,3,1,7,2,0,0,0
Davidson,1172,2017,6,0,7,4,0,0,0
Dayton,1173,2016,7,1,5,2,0,0,0
Dayton,1173,2007,6,2,5,1,0,0,0
Dayton,1173,2003,3,1,5,3,0,0,0
Dayton,1173,2010,2,3,4,7,0,0,1
Dayton,1173,2006,3,6,2,4,0,0,0
Dayton,1173,2011,5,3,4,4,0,0,1
Dayton,1173,2005,7,3,5,1,0,0,0
Dayton,1173,2012,1,4,4,4,0,0,0
Dayton,1173,2004,3,4,1,5,0,0,0
Dayton,1173,2013,4,2,3,3,0,0,0
Dayton,1173,2014,3,5,2,4,0,0,0
Dayton,1173,2009,3,4,7,1,0,0,1
Dayton,1173,2002,1,6,3,2,0,0,0
Dayton,1173,2015,2,5,4,2,0,0,0
Dayton,1173,2008,6,6,2,3,0,0,1
Dayton,1173,2017,1,6,2,6,0,0,0
Delaware,1174,2005,2,4,3,3,0,0,0
Delaware,1174,2014,4,3,3,4,0,0,1
Delaware,1174,2013,3,4,3,4,0,0,1
Delaware,1174,2003,3,3,3,3,0,0,0
Delaware,1174,2004,4,3,3,2,0,0,0
Delaware,1174,2015,6,6,1,2,0,0,1
